question_id,domain,response,phase2_remediation_class,implementation_state,why_no,missing_evidence,remediation_owner,technical_vs_human,cursor_can_remediate,production_evidence_required,external_party_required
DSP-07.1,DSP,NO,F_ORGANIZATIONAL,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Security-by-design is the whole point of the v3 authority-layer governance pipeline (SPEC.md) -- fail-closed evidence writes, execution-binding invariants, SSRF guards.",,CSP (WhitePact),human,False,False,False
DSP-08.1,DSP,NO,I_LEGAL_PRIVACY,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Field-level encryption, redaction (GuardrailsEngine PII detection/redaction), argument-value exclusion from approval to_dict() responses.",,CSP (WhitePact),technical,False,False,True
DSP-08.2,DSP,NO,I_LEGAL_PRIVACY,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. RAI_FIELD_ENCRYPTION_KEY unset = passthrough by design, but the PII/redaction guardrails and RBAC defaults are secure-by-default regardless.",,CSP (WhitePact),technical,False,False,True
DSP-09.1,DSP,NO,I_LEGAL_PRIVACY,MISSING,No formal DPIA process/document exists yet -- PRIVACY_POLICY.md covers the substance informally.,,CSP (WhitePact),technical,False,False,True
DSP-10.1,DSP,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. TLS in transit (hosting-provider terminated); Fernet encryption for specific PII fields at rest and in DB backups.,,Shared CSP and third-party,human,False,False,False
DSP-11.1,DSP,NO,I_LEGAL_PRIVACY,MISSING,No self-service data-subject-access-request (DSAR) API/UI exists yet; would be handled manually today.,,CSP (WhitePact),technical,False,False,True
DSP-12.1,DSP,NO,I_LEGAL_PRIVACY,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. PRIVACY_POLICY.md states processing purposes; drafted, not yet attorney-reviewed for full regulatory alignment.",,CSP (WhitePact),technical,False,False,True
DSP-13.1,DSP,NO,E_CI_SUPPLY_CHAIN,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/DPA_TEMPLATE.md governs sub-processing terms; drafted, not yet attorney-reviewed or executed with a real customer.",,CSP (WhitePact),technical,True,False,False
DSP-14.1,DSP,NO,F_ORGANIZATIONAL,MISSING,No automated per-CSC data-flow disclosure mechanism exists yet -- would be handled contractually/manually.,,CSP (WhitePact),human,False,False,False
DSP-15.1,DSP,NO,D_PRODUCTION_EVIDENCE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. No production data is copied into non-production/test environments -- tests use synthetic fixtures and in-memory SQLite exclusively.,,CSP (WhitePact),technical,False,True,False
DSP-16.1,DSP,NO,F_ORGANIZATIONAL,MISSING,No formally documented data-retention/deletion schedule exists yet beyond what PRIVACY_POLICY.md states.,,CSP (WhitePact),human,False,False,False
DSP-17.1,DSP,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Field-level encryption + redaction + hash-chained evidence with argument-value exclusion cover the sensitive-data lifecycle within the governance pipeline specifically.,,CSP (WhitePact),human,False,False,False
DSP-18.1,DSP,NO,I_LEGAL_PRIVACY,CUSTOMER_SHARED,No documented law-enforcement-request-handling procedure exists yet -- would be handled ad hoc with legal counsel once retained.,Owner sign-off required.,CSP (WhitePact),technical,False,False,True
DSP-19.1,DSP,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/CAIQ_SELF_ASSESSMENT.md's hosting-provider section documents the actual data locations (Render/Supabase/Upstash regions) as of the last review.,Collect provider attestation or implement in-repo control.,Cloud / third-party provider,human,False,False,False
DSP-21.1,DSP,NO,F_ORGANIZATIONAL,MISSING,No training-data poisoning detection for customer models.,,CSP (WhitePact),human,False,False,False
DSP-22.1,DSP,NO,I_LEGAL_PRIVACY,MISSING,No PET pipeline for customer training data.,,CSP (WhitePact),technical,False,False,True
DSP-23.1,DSP,NO,F_ORGANIZATIONAL,MISSING,WhitePact does not train foundation models on customer data.,,CSP (WhitePact),human,False,False,False
DSP-23.2,DSP,NO,F_ORGANIZATIONAL,MISSING,No customer ML dataset versioning service.,,CSP (WhitePact),human,False,False,False
DSP-24.1,DSP,NO,F_ORGANIZATIONAL,MISSING,"Not applicable to product scope (governance platform, not model trainer).",,CSP (WhitePact),human,False,False,False
GRC-01.1,GRC,NO,F_ORGANIZATIONAL,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. GOVERNANCE.md documents the current (solo-founder) governance model plainly, including its real limitations.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
GRC-01.2,GRC,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
GRC-02.1,GRC,NO,F_ORGANIZATIONAL,MISSING,No formal enterprise risk management (ERM) program exists yet -- risk is assessed informally per-feature (THREAT_MODEL.md) rather than org-wide.,,CSP (WhitePact),human,False,False,False
GRC-03.1,GRC,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
GRC-04.1,GRC,NO,F_ORGANIZATIONAL,MISSING,No formal policy-exception process exists yet.,,CSP (WhitePact),human,False,False,False
GRC-05.1,GRC,NO,F_ORGANIZATIONAL,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. THREAT_MODEL.md + ENTERPRISE_SECURITY.md + the governance-core codebase itself constitute the information security program, even though it isn't organized as one single formal document.",,CSP (WhitePact),human,False,False,False
GRC-06.1,GRC,NO,F_ORGANIZATIONAL,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. GOVERNANCE.md states plainly that the founder holds all roles today -- a real, honest answer, not a fabricated RACI matrix.",,CSP (WhitePact),human,False,False,False
GRC-07.1,GRC,NO,I_LEGAL_PRIVACY,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/SOC2_READINESS.md maps AICPA Trust Services Criteria against current reality; GDPR/CCPA-relevant terms drafted in PRIVACY_POLICY.md.,,CSP (WhitePact),technical,False,False,True
GRC-07.2,GRC,NO,I_LEGAL_PRIVACY,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),technical,False,False,True
GRC-08.1,GRC,NO,F_ORGANIZATIONAL,MISSING,No formal ongoing relationship with cloud-security special interest groups yet; this CAIQ submission and CSA STAR registration is the first step toward that.,,CSP (WhitePact),human,False,False,False
GRC-09.1,GRC,NO,F_ORGANIZATIONAL,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. AI acceptable use in GOVERNANCE.md, THREAT_MODEL.md, wiki/Home.md.",,CSP (WhitePact),human,False,False,False
GRC-09.2,GRC,NO,F_ORGANIZATIONAL,MISSING,No continuous formal effectiveness review of AUP beyond code changes.,,CSP (WhitePact),human,False,False,False
GRC-10.1,GRC,NO,I_LEGAL_PRIVACY,MISSING,No standalone AI impact assessment process document.,,CSP (WhitePact),technical,False,False,True
GRC-12.1,GRC,NO,F_ORGANIZATIONAL,MISSING,No formal ethics committee — solo-founder governance.,Owner sign-off required.,CSP (WhitePact),human,False,False,False
GRC-13.1,GRC,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Explainability requirements documented in compliance/ and product API responses (machine-readable).,,CSP (WhitePact),human,False,False,False
GRC-14.1,GRC,NO,F_ORGANIZATIONAL,MISSING,Explainability limits not formally re-evaluated on a schedule.,,CSP (WhitePact),human,False,False,False
HRS-01.1,HRS,NO,F_ORGANIZATIONAL,MISSING,No employees/contractors yet -- solo founder. Background-verification policy will be built when hiring starts.,Owner sign-off required.,CSP (WhitePact),human,False,False,False
HRS-01.2,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet to be jurisdiction-aligned.,,CSP (WhitePact),human,False,False,False
HRS-01.3,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
HRS-02.1,HRS,NO,F_ORGANIZATIONAL,MISSING,"No formal acceptable-use policy document exists yet -- solo founder, informal practice only.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
HRS-02.2,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
HRS-03.1,HRS,NO,F_ORGANIZATIONAL,MISSING,"No formal clean-desk/unattended-workspace policy document -- informal practice, home-based work.",,CSP (WhitePact),human,False,False,False
HRS-03.2,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
HRS-04.1,HRS,NO,F_ORGANIZATIONAL,MISSING,No formal remote-work-security policy document -- informal practice today.,,CSP (WhitePact),human,False,False,False
HRS-04.2,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
HRS-05.1,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no employees/asset-return scenario exists yet.,,CSP (WhitePact),human,False,False,False
HRS-06.1,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no employees yet.,,CSP (WhitePact),human,False,False,False
HRS-07.1,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no employees yet.,,CSP (WhitePact),human,False,False,False
HRS-08.1,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no employment agreements exist yet.,,CSP (WhitePact),human,False,False,False
HRS-09.1,HRS,NO,I_LEGAL_PRIVACY,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. CONTRIBUTING.md + GOVERNANCE.md document the (currently solo) role and its security responsibilities.,,CSP (WhitePact),technical,False,False,True
HRS-10.1,HRS,NO,F_ORGANIZATIONAL,MISSING,No standard NDA template in active use yet -- would be drafted with counsel before the first hire/contractor.,,CSP (WhitePact),human,False,False,False
HRS-11.1,HRS,NO,F_ORGANIZATIONAL,MISSING,"No formal security-awareness training program exists yet -- solo founder, informal continuous learning only.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
HRS-11.2,HRS,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such program exists yet.,,CSP (WhitePact),human,False,False,False
HRS-12.1,HRS,NO,I_LEGAL_PRIVACY,MISSING,"Not applicable -- no employees beyond the founder, who has full context on the codebase by definition.",,CSP (WhitePact),technical,False,False,True
HRS-13.1,HRS,NO,I_LEGAL_PRIVACY,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. GOVERNANCE.md and CONTRIBUTING.md are the current, real documentation of roles/policies -- read directly, not delivered via a formal training program.",,CSP (WhitePact),technical,False,False,True
HRS-14.1,HRS,NO,F_ORGANIZATIONAL,MISSING,Organizational / people process not evidenced in repository operations.,,CSP (WhitePact),human,False,False,False
HRS-14.2,HRS,NO,F_ORGANIZATIONAL,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),human,False,False,False
HRS-15.1,HRS,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. GOVERNANCE.md acceptable-use for AI technologies.,,CSP (WhitePact),human,False,False,False
IAM-01.2,IAM,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
IAM-02.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. API keys are generated with cryptographically strong random values (not user-chosen passwords) and hashed (SHA-256) before storage.,,Shared CSP and CSC,technical,True,False,False
IAM-02.2,IAM,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
IAM-03.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. org_api_keys table tracks role, org_id, creation/revocation state; reviewable via GET /api/orgs/{id}/keys.",,CSP (WhitePact),technical,True,False,False
IAM-04.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Role hierarchy (VIEWER < ANALYST < ADMIN < OWNER) enforces separation for privileged actions like approval resolution (ADMIN+) vs. read-only access (VIEWER+).,,CSP (WhitePact),technical,True,False,False
IAM-06.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. POST /api/orgs/{id}/keys provisions a new key with an explicit role; every provisioning event is a normal, logged API call.",,CSP (WhitePact),technical,True,False,False
IAM-07.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. DELETE /api/orgs/{id}/keys/{key_id} revokes immediately -- checked on every authenticate() call, not cached.",,CSP (WhitePact),technical,True,False,False
IAM-08.1,IAM,NO,F_ORGANIZATIONAL,MISSING,No automated periodic access-review process exists yet -- access review is manual/ad hoc.,,CSP (WhitePact),human,False,False,False
IAM-09.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. ADMIN-role-gated actions (resolving approvals, managing policy rules, upstream server registration) are structurally separated from ANALYST-role read/call actions via require_role().",,CSP (WhitePact),technical,True,False,False
IAM-10.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,No time-boxed/temporary elevated-access mechanism exists yet -- roles are persistent until explicitly changed/revoked.,,CSP (WhitePact),technical,True,False,False
IAM-10.2,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,Not applicable -- no such time-boxed mechanism exists yet.,,CSP (WhitePact),technical,True,False,False
IAM-11.1,IAM,NO,H_CUSTOMER_SHARED,MISSING,No customer-participatory high-risk-access-grant workflow exists yet beyond the ADMIN-role resolve/approve mechanism itself.,,CSC (customer),technical,False,False,False
IAM-12.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. audit_log and governance_evidence are hash-chained and write-once by design (EvidenceRepository.record() has no update/delete method) -- structurally, not just by convention.",,CSP (WhitePact),technical,True,False,False
IAM-13.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Every API key is a unique, individually identifiable credential (org_api_keys.id); every AgentContext/IdentityContext carries a distinct identity_id used throughout the audit trail.",,CSP (WhitePact),technical,True,False,False
IAM-13.2,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,No enterprise PKI / cert-based service identities beyond TLS and OAuth tokens.,,CSP (WhitePact),technical,True,False,False
IAM-14.1,IAM,NO,A_SOURCE_CODE,MISSING,"DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. Bearer API-key auth on every endpoint; optional TOTP-based MFA (auth/mfa.py, RFC 6238) enforceable at the org level; OIDC/OAuth resource-server support for SSO-issued JWTs.",,CSP (WhitePact),technical,True,False,False
IAM-15.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. API keys are never stored in plaintext (SHA-256 hash only, org_api_keys.key_hash); shown once at creation, never re-displayed or logged.",,CSP (WhitePact),technical,True,False,False
IAM-16.1,IAM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. The entire v3 authority-layer governance pipeline IS this control for governed actions: AuthorityContext.permits() + Policy evaluation + ExecutionAuthorization binding before any dispatch.,,CSP (WhitePact),technical,True,False,False
IPY-01.1,IPY,NO,I_LEGAL_PRIVACY,MISSING,No formally separate interoperability policy document -- MCP protocol conformance (SPEC.md) is the de facto standard followed.,,CSP (WhitePact),technical,False,False,True
IPY-01.2,IPY,NO,I_LEGAL_PRIVACY,MISSING,No separate formal policy document; REST/MCP API conventions are documented in code and SPEC.md.,,CSP (WhitePact),technical,False,False,True
IPY-02.1,IPY,NO,I_LEGAL_PRIVACY,CUSTOMER_SHARED,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. REST API (GET /api/audit/export, GET /api/governance/evidence, etc.) allows programmatic retrieval of an org's own data.",,CSP (WhitePact),technical,False,False,True
IPY-03.1,IPY,NO,I_LEGAL_PRIVACY,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. HTTPS/TLS (via hosting provider) for all API traffic; MCP's own JSON-RPC-based protocol for tool-call data exchange.,,CSP (WhitePact),technical,False,False,True
IPY-04.1,IPY,NO,I_LEGAL_PRIVACY,CUSTOMER_SHARED,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. No live paying-customer contracts exist yet to specify this in; compliance/DPA_TEMPLATE.md would need this clause added before real use.,,CSP (WhitePact),technical,False,False,True
I&S-01.1,I&S,NO,M_OTHER_EXPLAINED,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. ENTERPRISE_SECURITY.md, THREAT_MODEL.md, compliance/INTERNAL_SECURITY_REVIEW.md.",,CSP (WhitePact),technical,False,False,False
I&S-01.2,I&S,NO,F_ORGANIZATIONAL,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),human,False,False,False
I&S-02.1,I&S,NO,M_OTHER_EXPLAINED,MISSING,Capacity planning not formally monitored — provider-scaled.,,CSP (WhitePact),technical,False,False,False
I&S-03.1,I&S,NO,C_INFRA_CONFIGURATION,MISSING,No continuous mesh-wide comms monitoring beyond app logs.,,CSP (WhitePact),technical,False,False,False
I&S-03.2,I&S,NO,F_ORGANIZATIONAL,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),human,False,False,False
I&S-05.1,I&S,NO,D_PRODUCTION_EVIDENCE,MISSING,SOURCE-CODE VERIFIED: implementation and automated tests present in repository. Config separation: dashboard/config.py; tests/test_pg_security_preservation.py; DEPLOY_RUNBOOK.md.,,CSP (WhitePact),technical,False,True,False
I&S-05.2,I&S,NO,D_PRODUCTION_EVIDENCE,MISSING,No documented prod-data sanitization pipeline for non-prod use.,,CSP (WhitePact),technical,False,True,False
I&S-07.1,I&S,NO,G_CLOUD_SUBPROCESSOR,MISSING,Physical/server migration channels are provider-operated.,,Cloud / third-party provider,provider,False,False,True
I&S-07.2,I&S,NO,G_CLOUD_SUBPROCESSOR,MISSING,Provider TLS protocol baselines; not WhitePact-operated migration.,,Cloud / third-party provider,provider,False,False,True
I&S-08.1,I&S,NO,C_INFRA_CONFIGURATION,MISSING,No formal high-risk environment register.,,CSP (WhitePact),technical,False,False,False
I&S-09.1,I&S,NO,M_OTHER_EXPLAINED,MISSING,No network-layer defense-in-depth program beyond app controls.,,CSP (WhitePact),technical,False,False,False
LOG-01.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. ENTERPRISE_SECURITY.md's Audit Trail section + THREAT_MODEL.md document the logging/monitoring approach.,,CSP (WhitePact),technical,True,False,False
LOG-01.2,LOG,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
LOG-02.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. audit_log and governance_evidence are hash-chained (SHA-256, tamper-evident); GET /api/audit/verify and EvidenceRepository.verify_chain() recompute and detect tampering.",,CSP (WhitePact),technical,True,False,False
LOG-03.1,LOG,NO,A_SOURCE_CODE,MISSING,"DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. whitepact_decisions_total, rai_guardrail_scans_total, rai_drift_alerts_total and related Prometheus metrics (dashboard/prometheus.py); structured JSON logging throughout.",,CSP (WhitePact),technical,True,False,False
LOG-03.2,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Webhook events (WebhookEvent.DRIFT_ALERT, .GUARDRAIL_TRIGGERED, .APPROVAL_REQUESTED, .BUDGET_EXCEEDED) fire to any org-registered webhook endpoint.",,CSP (WhitePact),technical,True,False,False
LOG-04.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Audit-log/evidence read endpoints are role-gated (ANALYST+); write access is exclusively through the append-only EvidenceRepository.record()/AuditRepository.write() API, no direct table access exposed.",,CSP (WhitePact),technical,True,False,False
LOG-05.1,LOG,NO,A_SOURCE_CODE,MISSING,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. QUARANTINE detection (governance/quarantine.py) monitors cross-request DENY-decision patterns per identity and escalates automatically.,,CSP (WhitePact),technical,True,False,False
LOG-05.2,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. A QUARANTINE decision blocks further action automatically and is itself a hash-chained evidence entry; human review happens via the dashboard's Incidents page.,,CSP (WhitePact),technical,True,False,False
LOG-06.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. System clock/NTP synchronization is inherited from the hosting providers' own infrastructure -- not self-managed.,Collect provider attestation or implement in-repo control.,Cloud / third-party provider,technical,True,False,False
LOG-07.2,LOG,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
LOG-08.1,LOG,NO,H_CUSTOMER_SHARED,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. EvidenceRecord captures action_id, agent_id, identity_id, decision, reason_codes, risk_tier, policy_version, delegation_chain, timestamps -- real security-relevant fields, not a generic log line.",,CSP (WhitePact),technical,False,False,False
LOG-09.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Write-once by design (no update/delete method on EvidenceRepository/AuditRepository); hash-chain makes any tampering detectable via verify_chain()/GET /api/audit/verify.,,CSP (WhitePact),technical,True,False,False
LOG-10.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. No dedicated cryptographic-operations monitoring dashboard exists yet -- key rotation events are manually documented per compliance/KEY_MANAGEMENT.md's procedure.,,CSP (WhitePact),technical,True,False,False
LOG-11.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,"Key lifecycle events (rotation) are manually documented, not automatically logged/monitored.",,CSP (WhitePact),technical,True,False,False
LOG-12.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,Not applicable -- WhitePact has no physical facility of its own; physical access logging is the hosting providers' responsibility.,,Cloud / third-party provider,technical,True,False,False
LOG-13.1,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. CI failure notifications (GitHub Actions) + webhook-based alerting for governance anomalies (drift, quarantine, budget) serve this function; no unified 'monitoring system health' dashboard yet.",,CSP (WhitePact),technical,True,False,False
LOG-14.2,LOG,NO,B_RUNTIME_ARCHITECTURE,MISSING,No 24/7 accountable-party paging for all anomalies.,,CSP (WhitePact),technical,True,False,False
LOG-15.1,LOG,NO,B_RUNTIME_ARCHITECTURE,PARTIAL,Audit logs metadata; not full AI model input content logging by default.,,CSP (WhitePact),technical,True,False,False
LOG-16.1,LOG,NO,B_RUNTIME_ARCHITECTURE,PARTIAL,Audit logs metadata; not full AI model output content logging by default.,,CSP (WhitePact),technical,True,False,False
MDS-11.1,MDS,NO,K_MODEL_PROVIDER,PARTIAL,No formal model failure risk evaluation service.,,CSP (WhitePact),technical,False,False,False
MDS-12.1,MDS,NO,K_MODEL_PROVIDER,PARTIAL,No open-model risk evaluation process.,,CSP (WhitePact),technical,False,False,False
SEF-01.1,SEF,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/INCIDENT_RESPONSE_RUNBOOK.md.,,CSP (WhitePact),human,False,False,False
SEF-01.2,SEF,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
SEF-02.1,SEF,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/INCIDENT_RESPONSE_RUNBOOK.md defines the response process and timelines.,,CSP (WhitePact),human,False,False,False
SEF-02.2,SEF,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
SEF-03.1,SEF,NO,H_CUSTOMER_SHARED,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/INCIDENT_RESPONSE_RUNBOOK.md; no external CSCs to include yet since no paying-customer base exists.,,CSP (WhitePact),technical,False,False,False
SEF-04.1,SEF,NO,F_ORGANIZATIONAL,MISSING,"DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. Tested once via a tabletop exercise (compliance/TABLETOP_EXERCISE_2026-07-21.md) -- not yet a recurring, scheduled practice.",,CSP (WhitePact),human,False,False,False
SEF-05.1,SEF,NO,F_ORGANIZATIONAL,MISSING,No formal incident metrics program exists yet -- incident count/severity would be tracked manually if/when one occurs.,,CSP (WhitePact),human,False,False,False
SEF-07.1,SEF,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/INCIDENT_RESPONSE_RUNBOOK.md's breach-notification section documents the target timeline.,,CSP (WhitePact),human,False,False,False
SEF-07.2,SEF,NO,F_ORGANIZATIONAL,MISSING,No real breach has occurred to test this against; the process is documented but unexercised in practice.,,CSP (WhitePact),human,False,False,False
SEF-08.1,SEF,NO,F_ORGANIZATIONAL,MISSING,No formal points-of-contact list with regulatory/law-enforcement bodies exists yet -- would be established with legal counsel before it's operationally needed.,,CSP (WhitePact),human,False,False,False
SEF-08.2,SEF,NO,E_CI_SUPPLY_CHAIN,MISSING,No contractual material-breach notification SLA evidence.,,CSP (WhitePact),technical,True,False,False
SEF-09.1,SEF,NO,F_ORGANIZATIONAL,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Incident tracking via git/issues + compliance/csa-star-ai/INCIDENT_EXERCISE_REPORT.md (TABLETOP / SIMULATION).,,CSP (WhitePact),human,False,False,False
SEF-09.2,SEF,NO,F_ORGANIZATIONAL,MISSING,No periodic formal review of incident record corpus.,,CSP (WhitePact),human,False,False,False
SEF-10.1,SEF,NO,I_LEGAL_PRIVACY,MISSING,Law-enforcement/regulator contact list not maintained.,Owner sign-off required.,CSP (WhitePact),technical,False,False,True
